conversation_id,split,article_id,customer_query,intent,category,ideal_response,key_action_points,article_url,scraped_at,response_length,has_steps
55f13b4c9ddc,validation,article_0462,Accept an invitation to join your team’s Grammarly plan,general_inquiry,Manage Members & Permissions,"If you were invited to your team’s Grammarly plan, check your inbox for an invitation email titled
“You’re invited to join [Your Organization Name] on Grammarly”
and click the link in it.
If you don’t see the invitation email in your inbox, please check your spam folder and any email filters you’ve set up. If you still can’t find the invitation email, please follow the instructions from this article:
I don't receive emails from Grammarly. What do I do?",[],https://support.grammarly.com/hc/en-us/articles/115000930791-Accept-an-invitation-to-join-your-team-s-Grammarly-plan,2025-08-11T20:47:20.257107+00:00,456,False
973f589c27d6,validation,article_0389,Grammarly for Windows or Grammarly for Mac disappeared,general_inquiry,Grammarly for Windows and Mac,"Important:
Sometimes, this issue can be solved by simply restarting your computer. Make sure that you do so before proceeding to the steps below.
If Grammarly for Windows or Grammarly for Mac disappears intermittently or crashes, check out this article instead:
Grammarly for Windows or Grammarly for Mac crashes
.
If Grammarly doesn’t appear as you type, follow these steps:
Windows
Check if Grammarly was turned off for any websites or apps:
Find the Grammarly icon in the system tray (located in the lower-right corner of your screen near the system tray clock). Click it and choose
Settings:
If the Grammarly icon is not in your system tray, click
Type
here
to search
next to the
Start
menu, type in ""Grammarly"", and launch the Grammarly app. Alternatively, double-click the Grammarly thumbnail on your desktop. Then, click
Settings
in the window that appears on your screen:
Select the
Block List
tab. If Grammarly is deactivated for certain websites or apps, the list of such websites and apps will appear in this tab.
Restart Grammarly:
Find and click the Grammarly icon in the system tray (located in the lower-right corner of your screen), and choose
Quit Grammarly:
Click
Type here to search
next to the
Start
menu, type in ""Grammarly"", and launch the Grammarly app. Alternatively, double-click the Grammarly thumbnail on your desktop.
Restart the app or refresh the website where you are currently editing your text.
Reinstall Grammarly as described in this article:
How do I reinstall Grammarly for Mac or Grammarly for Windows?
If none of the above helps, please submit a support request at
Contact Support
. To expedite the resolution of the issue, we recommend that you retrieve and attach the
Grammarly for Windows logs
and a video recorded while retrieving them.
Mac
Note:
The floating Grammarly icon was replaced by the Grammarly tab on the right edge of your screen.
If you can’t find the Grammarly tab when hovering over the right edge of your screen, please click the Grammarly icon in the menu bar and check whether you have the option to
Turn on Grammarly tab
:
Additionally, the Grammarly tab is only available when Grammarly's generative AI assistance is turned on for your account. You can turn on generative AI features in the
Feature customization
panel of your account settings.
If you don’t see underlines or can’t use Grammarly in a particular application or website, we recommend that you follow the instructions below:
Check if Grammarly is turned off for any websites or apps:
Find the Grammarly icon in the menu bar at the top of your screen, and click
Settings:
If there’s no Grammarly icon in your system menu bar, open
Launchpad
and select
Grammarly Desktop
. Alternatively, open
Finder
, select
Applications
in the
Finder
sidebar, and double-click
Grammarly Desktop
. Then, click
Settings
in the window that appears on your screen:
Select the
Block List
tab. If Grammarly is deactivated for certain websites or apps, the list of those websites and apps will appear under
Blocked by you
or
Blocked by admin
.
Restart Grammarly:
Find and click the Grammarly button in the menu bar located at the top of your screen, and choose
Quit:
Open
Launchpad
and select
Grammarly Desktop
. Alternatively, open
Finder
, select
Applications
in the Finder sidebar, and double-click
Grammarly Desktop
.
Restart the app or refresh the website where you are currently editing your text.","[""Click""]",https://support.grammarly.com/hc/en-us/articles/4412825587085-Grammarly-for-Windows-or-Grammarly-for-Mac-disappeared,2025-08-11T20:44:26.401047+00:00,3406,True
bf4f09b783ea,validation,article_0473,Sign-up process for Grammarly for Education users,general_inquiry,Grammarly for Education,"If your school has a Grammarly for Education license, please follow the instructions below to join your school’s license and receive access to advanced features.
Sign in through an identity provider
If your institution uses an identity provider, such as Okta, Microsoft Entra ID, Google Workspace, or others, to manage access to third-party applications and services, please sign in to Grammarly via your identity provider.
If you are experiencing any issues with your identity provider, please contact your institution’s Grammarly for Education admin or IT support for further assistance.
Sign up using a school email address
If your institution does not use an identity provider to manage access to third-party applications and services, you can sign up for a Grammarly account using your school email address at
www.grammarly.com/enterprise/signup
.
If your school has a Grammarly for Education license or acquires it in the future, you will be prompted to join it.
If you are not prompted to join your school’s license after signing up for a Grammarly account, we suggest you contact your school’s administration or IT support for further assistance.
Accept an invitation email
If you have been invited to your school’s Grammarly for Education license by its admin, please check your inbox for an email titled
“You’re invited to join [Your Organization Name] on Grammarly for Education”
and click
Activate My Account
.
If you don’t have a Grammarly account, you’ll be prompted to enter your name and password to create one. If you already have an account, you’ll be prompted to sign in to accept the invitation.
If you have not received the invitation email, please follow the instructions from this article:
I don't receive emails from Grammarly. What do I do?",[],https://support.grammarly.com/hc/en-us/articles/115000091651-Sign-up-process-for-Grammarly-for-Education-users,2025-08-11T20:47:47.027607+00:00,1765,False
55ade8a1a982,validation,article_0094,Institutional and business licensing,general_inquiry,How to Upgrade,"Grammarly Pro
Grammarly Pro is our paid offering for individuals and teams. It provides over 400 features, such as checking for grammatical mistakes, providing vocabulary enhancement suggestions, detecting plagiarism, and offering citation suggestions. In addition to these advanced writing suggestions, Pro also provides features that enable teams to be collaborative and consistent.
Learn more about Grammarly Pro.
Note:
Grammarly Pro replaces Grammarly Premium and Grammarly Business plans.
Grammarly for Education
Grammarly for Education
is specifically tailored for universities and schools.
To get a quote, please
contact our Sales team
.
Buy a license",[],https://support.grammarly.com/hc/en-us/articles/115000091671-Institutional-and-business-licensing,2025-08-11T20:32:41.478343+00:00,658,False
4cae7c3032c4,validation,article_0373,How does Grammarly keep my data secure on their servers (at rest)?,security_config,Privacy and Security,"Grammarly protects your data on our servers using a combination of technical, physical, and logical security safeguards to make sure your data is safe and secure. This includes encryption, secure network configuration and data transfer, restricted employee access, and several other measures.
We value the trust our customers put in us to keep their information safe and secure. Visit Grammarly’s
Trust Center
to learn about our user-first approach to privacy and security. Learn more about Grammarly security operations, policies, practices, and attestations
on this page
.",[],https://support.grammarly.com/hc/en-us/articles/360003815972-How-does-Grammarly-keep-my-data-secure-on-their-servers-at-rest,2025-08-11T20:43:45.921315+00:00,574,False
7ed92c863a04,validation,article_0169,I can't log in to Grammarly for Microsoft Office,general_inquiry,Grammarly for Microsoft Office,"In order to log in to Grammarly for Microsoft Office, you will be redirected to your default browser. If this doesn’t happen when you are trying to log in, please reinstall Grammarly for Microsoft Office by following the steps in
this article
.
If you still experience issues with logging in, follow these steps:
If you can’t log in to Grammarly for Microsoft Office using your browser, please try the following options:
There might be an issue with your browser cookies. Please clear your cookies in your browser using the instructions
here
.
Turn off all your browser extensions. You can use the instructions below to open the list of extensions in your browser:
Chrome: Copy
chrome:extensions
into your address bar
Firefox: Click
Tools
>
Add-ons
>
Extensions
Safari: Open
Safari
>
Preferences
>
Extensions
Microsoft Edge based on Chromium: Copy
edge:extensions
into your address bar
Microsoft Edge Legacy: Press
Alt
+
X
keys and then click
Extensions
Change your default browser:
Windows 10
Press the
Start
button and type
Default apps
In the search results, select
Default apps
Under
Web browser
, select the browser currently listed, and then select a different one.
Windows 7
Click the
Start
button and click
Control Panel
Go to
Programs
>
Default Programs
>
Set Your Default Programs
If you can’t see the
Programs
option, change the view style of the Control Panel. Click on
View
option in the upper right corner of the Control Panel and select
Category view
Select the browser you want to use as your default and click on
Set this Program As Default
Temporarily turn off your VPN, proxy, antivirus, and firewall software.
Note:
If you can't log in to Grammarly for Microsoft Office and you see the ""Proxy authentication required"" message, please click
Proxy settings
to specify your proxy server login details and try logging in again.
If Grammarly for Microsoft Office doesn’t work after trying these steps, and you’re using Windows 10 or newer, we suggest switching to
Grammarly for Windows
. This product offering also supports integration with Microsoft Word and Outlook. To find out more, check out
this article
.
Alternatively, you can give
the Grammarly Editor
a try. For more information about the Grammarly Editor, visit
this page
.","[""Click the"", ""Go to""]",https://support.grammarly.com/hc/en-us/articles/360041827671-I-can-t-log-in-to-Grammarly-for-Microsoft-Office,2025-08-11T20:35:35.591735+00:00,2249,True
26e21e93bafa,validation,article_0453,Delete your Grammarly account,account_management,Account Settings,"Note:
If you logged out of your Grammarly account, navigate to
grammarly.com/signin
. You should see a menu displaying the email addresses you previously used to log in.
Deleting your account will remove your personal information from Grammarly, including any documents that you have saved in
the Grammarly Editor
. This action cannot be undone.
If you just want to cancel a paid subscription (and all future payments), but you don’t want to delete your Grammarly account, you can do so by following the steps
in this article
.
If you have a paid subscription and want to proceed with the account deletion, please
submit a support ticket
.
If you would like to delete your free Grammarly account on a desktop computer or your mobile device, see the instructions below:
Log in
to your Grammarly account at
https://www.grammarly.com/signin
.
Go to
https://account.grammarly.com/profile
and click
Delete Account
at the bottom of the page.
These instructions are the same for all sign-in methods. However, depending on your sign-in option, you might need to complete an additional verification step. For example:
If you registered using the email and password method, Grammarly will ask you to provide your password to confirm the action.
If you used Facebook to sign up with Grammarly, you’ll need to enter your Facebook password.
If you used Google to sign up, you will need to select the corresponding Google account and sign in after clicking the
Delete Account
button.
Note:
In some cases, we require you to verify your ownership of the account by entering a 6-digit code sent to your current email address. If you don’t have access to your email inbox, please
let us know
.
If you use a paid Grammarly account under the management of a company, organization, or other legal entity, please reach out to your account administrator for more information.","[""Go to""]",https://support.grammarly.com/hc/en-us/articles/115000090052-Delete-your-Grammarly-account,2025-08-11T20:46:58.666232+00:00,1852,True
2465884808ed,validation,article_0404,Tailored Assistance Support,security_config,Privacy and Security,"Tailored assistance is a setting that allows Grammarly to collect, process, and store data, and to associate that data with your account to improve our product’s suggestions for you.
Tailored assistance aims to improve your Grammarly experience. By analyzing the ways and contexts in which you use Grammarly to communicate, our product can offer you insights that are more specific and personalized.
Tailored assistance is available to Grammarly Free, Grammarly Premium, and Grammarly Pro users at this time.
Grammarly Pro
Tailored assistance is on by default. Account admins can opt out of tailored assistance at any time by visiting the
Feature access
page at
https://account.grammarly.com/admin/feature_access
If the admin opts out of tailored assistance, all data stored to personalize the Grammarly experience for all users will be deleted. Users who are not admins cannot modify the tailored assistance setting for their accounts.
When a user joins an existing Pro account, their tailored assistance settings will match the preferences set by the account’s admin. If a user leaves a Grammarly Pro account and becomes a Grammarly Free user, the tailored assistance setting will remain what it was when they were a member of the Pro account. The tailored assistance toggle will be visible to the user and modifiable if they wish to change that setting.
Grammarly Premium and Grammarly Free
For most users, tailored assistance is on by default. Users can opt out of tailored assistance at any time by visiting the
Feature customization
page:
https://account.grammarly.com/customize/features
If the user opts out of tailored assistance, all data stored to personalize their Grammarly experience will be deleted.
For users in the EU, UK, Iceland, Norway, Liechtenstein, and Switzerland, tailored assistance starts as off. Users can visit their settings to turn on tailored assistance. This will allow Grammarly to collect and store some information and associate it with their account to personalize the Grammarly experience for them.
Note:
Grammarly Premium users transitioning to Grammarly Pro will retain their previous settings.
Tailored assistance recommendations are personalized for each user account, and your writing will never appear in another Grammarly user’s suggestions. You can see what data Grammarly associates with your account by requesting a
personal data report
.",[],https://support.grammarly.com/hc/en-us/articles/29422880260621-Tailored-Assistance-Support,2025-08-11T20:45:01.840830+00:00,2385,False
1ceaccf98537,validation,article_0082,Why is my account associated with an email ending in privaterelay.appleid.com?,general_inquiry,Sign-in Help,"If you registered via Apple and opted to
hide your login
, your account may be associated with an email address ending in
privaterelay.appleid.com
. This email address was automatically generated for you by Apple and remains linked to your Apple ID. To view the email address associated with your account, please go to
https://account.grammarly.com/
.
To log in to your Grammarly account, please click
Sign in with
Apple
at
https://www.grammarly.com/signin
or within your preferred Grammarly product offering.
If you prefer to change the email address associated with your account, you’ll need to set a password first. To do that, request a password reset email at
https://www.grammarly.com/resetpassword
by entering the email address associated with your Grammarly account.
Note:
The password reset email should be sent to the email address associated with your Apple ID within about a minute. It will contain a link that will bring you to a page where you’ll be asked to create a new password.
If you haven’t received a password reset email, check out
this article
. If you don’t see a verification email in your inbox, let us know by submitting a support request
here
.",[],https://support.grammarly.com/hc/en-us/articles/360045030012-Why-is-my-account-associated-with-an-email-ending-in-privaterelay-appleid-com,2025-08-11T20:32:13.789208+00:00,1172,False
feaa306c5b67,validation,article_0265,How to take a screenshot of the issue I’m experiencing,setup_guide,Other Tips & Tutorials,"Windows
Hold down the
Win
+
Shift
keys and press
S
. Then, select the
Fullscreen Snip
option as shown below:
Click on the
Snip & Sketch
or
Snipping Tool
window that appears next.
Save the picture via the app menu bar:
macOS
Hold down the
Cmd+Shift
keys and press
3.
Your Mac will capture the entire screen and save it as a file on your
Desktop.
The file name will look similar to “Screenshot 2022-07-12 at 08.45.00 AM.png.”
Chromebook
Press
Shift
+
Ctrl
+
Show windows
. Alternatively, press the
Screenshot
key if your Chromebook has it:
In the menu at the bottom, select
Screenshot:
Select the
Take a full-screen screenshot
option:
Find your screenshot in your
Downloads
folder and
share it with the Grammarly Support team
.
Linux
Open
Screenshot
from the
Activities
overview.
In the
Screenshot
window, select the option to grab the whole screen.
Click
Take Screenshot
.
In the
Save Screenshot
window, enter a file name and choose a folder, then click
Save
.
Alternatively, import the screenshot directly into an image-editing application without saving it first. Click
Copy to Clipboard
and then paste the image into that application, or drag the screenshot thumbnail to the application.
Send the screenshot to our Support team
.
Android
Press and hold the
Volume Down
and
Power
buttons for several seconds. The screen will flash white. Your device will capture the entire screen and save it as a photo.
Send the screenshot to our Support team
.
Where do I find my screenshot?
Look for the
Screenshots
folder in your
Gallery
or
Photos
app.
I see no flash and no screenshots. Is there something else I could try?
Hold down at once the
Home
and
Power
buttons on your device for 1–2 seconds
.
The screen will flash white. Your device will capture the entire screen and save it as a photo.
iOS
Please follow the instructions below depending on your iPhone model.
iPhone 13 or another model with Face ID
Press the side button and the
Volume up
button at the same time and quickly release them.
After you take a screenshot, a thumbnail temporarily appears in the lower-left corner of your screen. Tap the thumbnail to open it.
Share your screenshot with our Grammarly Support team
.
iPhone models with Touch ID and side button
Press the side button and the
Home
button at the same time and quickly release them.
After you take a screenshot, a thumbnail temporarily appears in the lower-left corner of your screen. Tap the thumbnail to open it.
Share your screenshot with the Grammarly Support team
.
iPhone models with Touch ID and top button
Press the top button and the
Home
button at the same time and quickly release them.
After you take a screenshot, a thumbnail temporarily appears in the lower-left corner of your screen. Tap the thumbnail to open it.
Share your screenshot with the Grammarly Support team
.
Where do I find my screenshot?
Open
Photos
, then go to
Albums
>
Media Types
>
Screenshots.
iPadOS
Please follow the instructions below depending on your iPad model.
iPad models without a Home button
Press the top button and either volume button at the same time and quickly release them.
After you take a screenshot, a thumbnail appears temporarily in the bottom left-hand corner of your screen. Tap the thumbnail to open it.
Share your screenshot with the Grammarly Support team
.
iPad models with a Home button
Press the top button and the
Home
button at the same time and quickly release them.
After you take a screenshot, a thumbnail appears temporarily in the bottom left-hand corner of your screen. Tap the thumbnail to open it.
Share your screenshot with the Grammarly Support team
.
Where do I find my screenshots?
Open
Photos
, then go to
Albums
>
Screenshots.","[""Click on the"", ""3."", ""Click""]",https://support.grammarly.com/hc/en-us/articles/10004466548621-How-to-take-a-screenshot-of-the-issue-I-m-experiencing,2025-08-11T20:39:25.802656+00:00,3681,True
a1da9dae35c7,validation,article_0420,How can I pay for Grammarly?,general_inquiry,How to Upgrade,"Grammarly accepts the following payment methods:
Credit and Debit Cards
We accept Visa, MasterCard, Discover, American Express, and
UnionPay
cards.
Cards must be enabled for recurring e-commerce transactions to work with Grammarly.
Visa Electron debit cards, Mastercard Maestro, and Interac are not accepted.
Note:
Payments to Grammarly cannot be split between several cards.
Prepaid Cards
If you have a prepaid card with a Visa, Mastercard, American Express, Discover, or UnionPay logo, you can enter your card information on the payment page. If the bank that issued the card approves the authorization request from Grammarly, your card will be accepted for payment.
PayPal
You can use your PayPal account to pay for Grammarly. If you choose PayPal, you won’t need to enter any other payment information on our site.
Note:
Due to restrictions specific to some payment processors, some payment methods may not be available. If you’re upgrading using Grammarly for iPhone or iPad or Grammarly for Android, the only available payment options are Apple Pay and Google Pay respectively. The list of available payment methods will be shown upon checkout.
Grammarly does not accept:
cash
personal checks
money orders
payments made by phone
Visa Electron, Mastercard Maestro, Interac
Also, Grammarly doesn’t accept or offer
gift cards
at this time.",[],https://support.grammarly.com/hc/en-us/articles/115000090072-How-can-I-pay-for-Grammarly,2025-08-11T20:45:40.559671+00:00,1342,False
e89abcb0a928,validation,article_0246,How to deploy Grammarly for Microsoft Edge,setup_guide,Deployment Guide for IT Teams,"You can silently install Grammarly for Microsoft Edge on multiple computers at once using a managed software solution or deployment mechanism.
Deploying Grammarly for Microsoft Edge Using Group Policy (Windows)
Prerequisite:
Download the
Edge Administrative Templates
.
You will need to fill in the required fields and click the
Get Policy Files
button:
Open Group Policy Management.
Create a new GPO for the policy (or add to an existing policy).
Right-click your GPO and select
Edit
:
In the “Group policy management editor
”
window that appears, expand the Computer/User configuration tree on the left-hand side, depending on how you wish to configure your policy.
Right-click on
Administrative templates
and select
Add/Remove Templates
:
Click on
Add
.
Browse to the templates you downloaded in Step 2 and open the “msedge.adm” template that is relevant to your operating system and language:
Once uploaded, expand to the following path (may vary depending on your OS) on the left of the Group policy management editor:
Computer/User configuration > Policies > Administrative templates > Classic administrative templates > Microsoft Edge > Extensions
On the right-hand side, select
Configure the list of force-installed extensions
.
Right-click and select
Edit
:
Mark the
Enabled
button.
Click the
Show…
button.
Under the
Value
column, enter the following:
kbfnbcaeplbcioakkpcpgfkobkghlhen;https://clients2.google.com/service/update2/crx (This is the Google Chrome–ased extension, which will also work on MS Edge v77+)
Note:
Make sure you have no blank spaces in the
Value
box below.
Click
OK
and then click
Apply
.
Back in the Group Policy Management window, assign this policy to users/computers as normal.
Users affected by this GPO should now see the Edge extensions installed and enabled automatically (once the GPO has updated on their machine).
Deploying Grammarly for Microsoft Edge Using Registry Key (Windows)
Find or create the following key in the registry:
32-bit Windows:
HKEY_LOCAL_MACHINE\Software\Microsoft\Edge\Extensions
64-bit Windows:
HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Edge\Extensions
Create a new key (folder) under the Extensions key called “cnlefmmeadmemmdciolhbnfeacpdfbkd”
In your extension key, create an ""update_url"" property and set it to this value: ""
https://edge.microsoft.com/extensionwebstorebase/v1/crx
""","[""Click on"", ""Click the"", ""Click"", ""32-bit Windows:"", ""64-bit Windows:""]",https://support.grammarly.com/hc/en-us/articles/8342906066317-How-to-deploy-Grammarly-for-Microsoft-Edge,2025-08-11T20:38:39.476429+00:00,2359,True
544ad489fd2f,validation,article_0201,How to transfer Grammarly Pro plan ownership,setup_guide,Grammarly Pro,"Included in:
Grammarly Pro plans
Available to:
Account owners
You can transfer account ownership to another member by following these steps:
Go to the
Subscription
page.
Under the
Details
section, click
Change owner
.
In the window that appears next, select another member and click
Continue
.
After confirming this action, you will be offered to update your payment method on file. You can skip this step if you’d like the payment method to remain unchanged.
Note:
If you purchased your Grammarly Pro plan through our Sales team, please reach out to your Customer Success Manager instead or
contact Support
.
If needed, you can afterward leave your current Grammarly Pro team from your
Profile
page.","[""Go to the""]",https://support.grammarly.com/hc/en-us/articles/36867353710349-How-to-transfer-Grammarly-Pro-plan-ownership,2025-08-11T20:36:51.065906+00:00,700,True
e20fbb0c454f,validation,article_0412,I can’t test SSO: Unsuccessful request,general_inquiry,Resolve Issues,"If you encounter this error when attempting to configure SSO, it is typically caused by incorrect SSO parameters and/or issues with the browser cookies cache.
To resolve this issue, we suggest checking the following:
Grammarly SAML application has been configured correctly in your identity provider. It’s essential that the following parameters have been set up correctly:
Single sign-on URL:
https://sso.grammarly.com/saml/assertion
Audience URI/SP Entity ID/Issuer:
https://sso.grammarly.com/saml/metadata
Name ID format:
EmailAddress
Name ID / Application Username / Unique Identifier:
Email
Required Attributes/Claims:
EmailAddress
FirstName
LastName
Note:
The names of attributes/claims must follow the specified format. Alternative name spellings or FriendlyNames are not supported.
If the Grammarly SAML application is configured correctly, make sure that the
IdP EntityID, SAML 2.0. Endpoint
URLs, and the
x.509 certificate
used for SSO configuration are valid and copied correctly.
Clear your browser’s cookies and cache and try configuring SSO again.
You can also try using incognito or private mode in your browser.",[],https://support.grammarly.com/hc/en-us/articles/4415390337037-I-can-t-test-SSO-Unsuccessful-request,2025-08-11T20:45:21.118589+00:00,1127,False
81633d89656a,validation,article_0308,How do I cancel my free trial?,billing_inquiry,Manage Payments,"If you’d like to avoid being charged after your free trial ends, make sure you cancel your subscription by following these steps:
Go to
the
Subscription
page.
Click
Cancel Subscription
at the bottom of the page.
In the window that appears next, click
Continue
.
Choose a reason for cancellation and click
Cancel Subscription
.
Note:
If you’re using a mobile device, you can cancel your subscription at
account.grammarly.com
.
After canceling, you will keep access to advanced features for the remaining free trial period. Once your free trial ends, your account will be converted to Grammarly Free without any charges. Your data will not be lost, and you will maintain access to all of your documents.
If you don’t see the cancellation button, please make sure you’re signed in to the correct account. If you’re unsure which account you used to start a free trial, please review this article:
I forgot my Grammarly account login
If you don’t have access to your account, please
contact Grammarly Support
.
If you want to delete a Grammarly Free account, follow the steps from this article:
Delete your Grammarly account","[""Go to"", ""Click""]",https://support.grammarly.com/hc/en-us/articles/31475970390285-How-do-I-cancel-my-free-trial,2025-08-11T20:41:09.861309+00:00,1119,True
e98a39b169b9,validation,article_0290,Bring Your Own Key FAQ,security_config,Privacy and Security,"What is Grammarly’s enterprise key management solution?
Grammarly offers an enterprise key management solution that consists of two options:
Grammarly-managed key
Bring Your Own Key (BYOK)
What is a Grammarly-managed key?
Grammarly-managed keys (GMK) offer application-level encryption and encryption at rest for Grammarly Enterprise accounts utilizing a customer managed key (CMK) in Grammarly’s AWS Key Management Service (KMS). Organizations do not need to set up or maintain the GMK, as this feature is automatically activated for all Grammarly Enterprise customers. You can view the GMK feature on the Grammarly
data settings page
.
What is Bring Your Own Key?
For Grammarly Enterprise customers who want more control and oversight, Grammarly’s BYOK solution allows customers to use their own customer managed key (CMK) in AWS Key Management Service (KMS) to encrypt and retain control over data stored at rest within Grammarly’s services. Amazon CloudWatch/AWS CloudTrail Logs allow for increased visibility and transparency via detailed logs that show how your data is being accessed within Grammarly’s environment.
How does Grammarly’s BYOK work?
As a Grammarly BYOK customer, you will set up and configure a customer-managed key (CMK) in your AWS Key Management Service (KMS) within your AWS account. You then write and attach a policy that grants permissions for Grammarly’s AWS account, where our Enterprise Key Management Service (EKMS) runs, to access a limited set of permissions on your key. Once these AWS resources have been created, you will provide the Amazon Resource Names (ARNs) to your Grammarly account team, who will enable BYOK on your Grammarly Business account. This enables Grammarly services to encrypt and decrypt data using your key.
What are the benefits of using Bring Your Own Key?
Encrypt your application-level data at rest:
Have additional reassurance – on top of Grammarly’s already strong security measures – that you exercise full control over who is accessing your data, and when, all run through AWS’s Key Management Service.
Decrypt and Encrypt:
Manage access on a granular level to minimize disruption and ensure authorized access to your data
Audit Logs:
View an audit log in CloudTrail documenting every time Grammarly needs to re-access your key encrypted data, giving you full transparency into data access.
How does BYOK supplement Grammarly’s existing security offerings?
Grammarly utilizes Amazon Web Services (AWS) for all data processing. Data in transit is protected by up-to-date encryption protocols (TLS 1.2). Data at rest is encrypted using the industry-standard AES-256 algorithm.
Each Grammarly customer’s data is segregated logically from other users’ data. Any writing that an individual or organization reviews with Grammarly will never appear in another customer’s writing suggestions.
Grammarly does not allow Microsoft Azure OpenAI, our LLM provider, to retain any data we send or to use it to train its models. This is contractually prohibited.
Additionally, Grammarly's Product Improvement and Training control is automatically off for all Enterprise-tier Grammarly Business accounts, meaning Grammarly does not use content from those organizations to train its models or improve its product for other users.
How do I set up BYOK?
To configure BYOK, visit the Grammarly
data settings page
to complete the BYOK setup wizard and view the BYOK implementation guide.
For which types of Grammarly accounts is Bring Your Own Key currently available?
BYOK is only available for Enterprise-tier Grammarly Business accounts. Learn more about the different plans we offer here:
Grammarly Plans
.
What data types are encryptable using BYOK?
Your dictionary:
With Grammarly’s personal dictionary feature, users can ensure that unique words in their lexicon are not flagged as misspelled. Words are added to the personal dictionary via the account hub or a Grammarly client by any Grammarly user.
Org dictionary:
Create a custom dictionary of important or unique words for your organization. These words will no longer be flagged as misspellings. Words can be added to the org dictionary by any Grammarly admin, account manager or group manager via the account hub.
Style rules:
The style rules feature allows you to create custom rules around the proper use, spelling, and formatting of specific words, terms, and phrases to ensure team-wide consistency. Style rules can be added to any Rule set via the account hub by admins, account managers, or users.
Knowledge share:
Knowledge Share helps your team members decode terms like acronyms or internal project names by providing tooltip-like explanations—a definition of a term, key contacts, and links to relevant documents. Knowledge share terms can be added by any Grammarly admin, account manager, or group manager via the account hub.
Snippets:
Create custom libraries of common, pre-approved messages for easy use across your teams’ applications and websites that can be easily accessed using Grammarly clients. Org-level snippets can be added to the snippets collection by any Grammarly admin, account manager, or group manager via the account hub. User-level snippets can be added by any user via the account hub. Excludes Snippets folder names.
Grammarly Editor Documents:
Documents created by users using the Grammarly Editor or scratchpad. Users can upload existing documents or write new documents from scratch via the editor or scratch pad.
Grammarly Editor Document metadata:
Document metadata such as title and first 100 characters based on document creation. Metadata is derived from each Grammarly Editor or scratchpad document.
I have BYOK set up and want to leave Grammarly, how can I revoke access to my key?
To revoke your Customer Master Key (CMK) at any time:
Access the AWS KMS console [https://console.aws.amazon.com/kms/home]
Find your customer master key.
Edit its policy to change the statement that allows Grammarly key access to deny access.
{
""Version"": ""2012-10-17"",
""Statement"": [
{
""Effect"": ""Deny"",
""Principal"": {
""AWS"": ""arn:aws:iam::{your-aws-account-id}:root""
},
""Action"": ""kms:*"",
""Resource"": ""*""
}
]
}
Immediately after this change is made, Grammarly will be denied use of your CMK. Shortly after that, Grammarly’s key cache will expire and no data will be decryptable.
Edited to add: This support article has been updated to clarify Grammarly’s approach to processing user content and explain the Product Improvement & Training control.",[],https://support.grammarly.com/hc/en-us/articles/27895143707405-Bring-Your-Own-Key-FAQ,2025-08-11T20:40:25.797322+00:00,6483,False
2abddb421398,validation,article_0118,Can Grammarly help me with citations and a bibliography?,general_inquiry,Questions about Grammarly features,"To use our free auto-citations feature, install the
Grammarly browser extension
. Anytime you’re reading on a compatible source website, you’ll see a
Get citation
button appear in the lower-left corner of your screen. Click this button, and Grammarly will present a full citation and an in-text citation for the source you’re viewing, ready and formatted for you to use. If you need to format citations for a new paper in a different style guide, you can easily switch between APA, MLA, and Chicago using the suggestion’s dropdown menu.
If you don’t see this button, please switch on the
Show “Get citation”
option. The
Get citation
button will then appear at the bottom of the page on one of these websites:
journals.plos.org/plosone
sciencedirect.com/science/article/pii/
journals.sagepub.com/doi
ncbi.nlm.nih.gov/pmc/articles
doaj.org/article
arxiv.org/abs
*.springeropen.com/articles
frontiersin.org/articles/
onlinelibrary.wiley.com/
journals.physiology.org/
science.org/
nature.com
pnas.org/
annualreviews.org/
pubs.asha.org/
academic.oup.com/
mdpi.com/
muse.jhu.edu/
online.ucpress.edu/journals
journals.uchicago.edu/
If you use Grammarly Premium, Grammarly for Business, or Grammarly for Education, Grammarly can also help identify any formatting mistakes and format your bibliography or in-text citations according to the MLA, APA, or Chicago formatting style.
When using the Grammarly Editor, choose your preferred formatting style by setting your domain to
Academic
and then adjusting the
Format
setting:
Grammarly will then offer suggestions to ensure that your in-text citations and references are formatted in accordance with your preferred formatting style.
If you’d like to generate a citation for any reference, check out our free
Citation Generator
. You’ll need to enter the information about your source and then copy the citation to your document.
For more information about citations, check out
this blog post
.",[],https://support.grammarly.com/hc/en-us/articles/9182359307917-Can-Grammarly-help-me-with-citations-and-a-bibliography,2025-08-11T20:33:37.245586+00:00,1933,False
